:ID,name,:LABEL
1243,ZNF16,TF
1244,ZNF165,TF
1245,ZNF169,TF
1246,ZNF17,TF
1247,ZNF174,TF
1248,ZNF18,TF
1249,ZNF180,TF
1250,ZNF181,TF
1251,ZNF182,TF
1252,ZNF184,TF
1253,ZNF189,TF
1254,ZNF19,TF
1255,ZNF195,TF
1256,ZNF197,TF
1257,ZNF2,TF
1258,ZNF200,TF
1259,ZNF205,TF
1260,ZNF207,TF
1261,ZNF208,TF
1262,ZNF211,TF
1263,ZNF212,TF
1264,ZNF213,TF
1265,ZNF214,TF
1266,ZNF215,TF
1267,ZNF219,TF
1268,ZNF22,TF
1269,ZNF221,TF
1270,ZNF222,TF
1271,ZNF223,TF
1272,ZNF225,TF
1273,ZNF226,TF
1274,ZNF227,TF
1275,ZNF229,TF
1276,ZNF23,TF
1277,ZNF230,TF
1278,ZNF232,TF
1279,ZNF233,TF
1280,ZNF234,TF
1281,ZNF235,TF
1282,ZNF236,TF
1283,ZNF248,TF
1284,ZNF25,TF
1285,ZNF250,TF
1286,ZNF251,TF
